acacia_door_bottom.png,0
acacia_door_top.png,0
sniffer_egg_slightly_cracked_top.png,1,top
sniffer_egg_slightly_cracked_west.png,1,directional
sniffer_egg_very_cracked_bottom.png,1,bottom
sniffer_egg_very_cracked_east.png,1,directional
sniffer_egg_very_cracked_north.png,1,directional
sniffer_egg_very_cracked_south.png,1,directional
sniffer_egg_very_cracked_top.png,1,top
sniffer_egg_very_cracked_west.png,1,directional
snow.png,1,unused
soul_campfire_fire.png,1,animated
soul_campfire_log_lit.png,2,animated,unused
soul_fire_0.png,1,animated
soul_fire_1.png,1,animated
soul_lantern.png,1,unused
soul_sand.png,1,full block
soul_soil.png,1,full block
soul_torch.png,0
spawner.png,1,full block
sponge.png,1,full block
spore_blossom.png,1,unused
spore_blossom_base.png,1,unused
spruce_door_bottom.png,0
spruce_door_top.png,0
spruce_leaves.png,1,unused
spruce_log.png,1,full block
spruce_log_top.png,1,full block
spruce_planks.png,1,full block
spruce_sapling.png,1,cross
spruce_trapdoor.png,0
stone.png,1,full block
stonecutter_bottom.png,2,bottom,unused
stonecutter_saw.png,2,animated,unused
stonecutter_side.png,1,unused
stonecutter_top.png,1,unused
stone_bricks.png,1,full block
stripped_acacia_log.png,1,full block
stripped_acacia_log_top.png,1,full block
stripped_bamboo_block.png,1,full block
stripped_bamboo_block_top.png,1,full block
stripped_birch_log.png,1,full block
stripped_birch_log_top.png,1,full block
stripped_cherry_log.png,0
stripped_cherry_log_top.png,0
stripped_crimson_stem.png,1,full block
stripped_crimson_stem_top.png,1,full block
stripped_dark_oak_log.png,1,full block
stripped_dark_oak_log_top.png,0
stripped_jungle_log.png,0
stripped_jungle_log_top.png,0
stripped_mangrove_log.png,0
stripped_mangrove_log_top.png,0
stripped_oak_log.png,1,full block
stripped_oak_log_top.png,0
stripped_pale_oak_log.png,0
stripped_pale_oak_log_top.png,0
stripped_spruce_log.png,1,full block
stripped_spruce_log_top.png,1,full block
stripped_warped_stem.png,1,full block
stripped_warped_stem_top.png,1,full block
structure_block.png,1,full block
structure_block_corner.png,1,full block
structure_block_data.png,1,full block
structure_block_load.png,1,full block
structure_block_save.png,1,full block
sugar_cane.png,1,cross
sunflower_back.png,1,unused
sunflower_bottom.png,0
sunflower_front.png,1,unused
sunflower_top.png,2,cross,unused
suspicious_gravel_0.png,1,full block
suspicious_gravel_1.png,1,full block
suspicious_gravel_2.png,1,full block
suspicious_gravel_3.png,1,full block
suspicious_sand_0.png,1,full block
suspicious_sand_1.png,1,full block
suspicious_sand_2.png,0
suspicious_sand_3.png,0
sweet_berry_bush_stage0.png,1,cross
sweet_berry_bush_stage1.png,1,cross
sweet_berry_bush_stage2.png,1,cross
sweet_berry_bush_stage3.png,1,cross
tall_dry_grass.png,1,cross
tall_grass_bottom.png,1,unused
tall_grass_top.png,1,unused
tall_seagrass_bottom.png,1,animated
tall_seagrass_top.png,1,animated
target_side.png,1,full block
target_top.png,2,full block,top
terracotta.png,1,full block
test_block_accept.png,1,full block
test_block_fail.png,1,full block
test_block_log.png,1,full block
test_block_start.png,0
test_instance_block.png,0
tinted_glass.png,1,full block
tnt_bottom.png,2,full block,bottom
tnt_side.png,1,full block
tnt_top.png,2,full block,top
torch.png,0
torchflower.png,1,cross
torchflower_crop_stage0.png,1,cross
torchflower_crop_stage1.png,1,cross
trial_spawner_bottom.png,2,full block,bottom
trial_spawner_side_active.png,1,full block
trial_spawner_side_active_ominous.png,1,full block
trial_spawner_side_inactive.png,1,full block
trial_spawner_side_inactive_ominous.png,1,full block
trial_spawner_top_active.png,2,full block,top
trial_spawner_top_active_ominous.png,2,full block,top
trial_spawner_top_ejecting_reward.png,2,full block,top
trial_spawner_top_ejecting_reward_ominous.png,2,full block,top
trial_spawner_top_inactive.png,2,full block,top
trial_spawner_top_inactive_ominous.png,2,full block,top
tripwire.png,1,unused
tripwire_hook.png,1,unused
tube_coral.png,1,cross
tube_coral_block.png,1,full block
tube_coral_fan.png,1,cross
tuff.png,1,full block
tuff_bricks.png,1,full block
twisting_vines.png,1,cross
twisting_vines_plant.png,1,cross
vault_bottom.png,2,full block,bottom
vault_bottom_ominous.png,2,full block,bottom
vault_front_ejecting.png,1,full block
vault_front_ejecting_ominous.png,1,full block
vault_front_off.png,1,full block
vault_front_off_ominous.png,1,full block
vault_front_on.png,1,full block
vault_front_on_ominous.png,1,full block
vault_side_off.png,1,full block
vault_side_off_ominous.png,1,full block
vault_side_on.png,1,full block
vault_side_on_ominous.png,1,full block
vault_top.png,2,full block,top
vault_top_ejecting.png,2,full block,top
vault_top_ejecting_ominous.png,2,full block,top
vault_top_ominous.png,2,full block,top
verdant_froglight_side.png,1,full block
verdant_froglight_top.png,1,full block
vine.png,1,unused
warped_door_bottom.png,0
warped_door_top.png,0
warped_fungus.png,1,cross
warped_nylium.png,2,full block,top
warped_nylium_side.png,1,full block
warped_planks.png,1,full block
warped_roots.png,1,cross
warped_roots_pot.png,1,unused
warped_stem.png,2,full block,animated
warped_stem_top.png,0
warped_trapdoor.png,1,full block
warped_wart_block.png,1,full block
water_flow.png,1,unused
water_overlay.png,1,unused
water_still.png,1,unused
weathered_chiseled_copper.png,0
weathered_copper.png,1,full block
weathered_copper_bulb.png,1,full block
weathered_copper_bulb_lit.png,1,full block
weathered_copper_bulb_lit_powered.png,1,full block
weathered_copper_bulb_powered.png,1,full block
weathered_copper_door_bottom.png,0
weathered_copper_door_top.png,0
weathered_copper_grate.png,1,full block
weathered_copper_trapdoor.png,0
weathered_cut_copper.png,1,full block
weeping_vines.png,1,cross
weeping_vines_plant.png,1,cross
wet_sponge.png,1,full block
wheat_stage0.png,0
wheat_stage1.png,0
wheat_stage2.png,0
wheat_stage3.png,0
wheat_stage4.png,0
wheat_stage5.png,0
wheat_stage6.png,0
wheat_stage7.png,0
white_candle.png,0
white_candle_lit.png,0
white_concrete.png,1,full block
white_concrete_powder.png,1,full block
white_glazed_terracotta.png,1,full block
white_shulker_box.png,2,full block,entity
white_stained_glass.png,1,full block
white_stained_glass_pane_top.png,0
white_terracotta.png,1,full block
white_tulip.png,1,cross
white_wool.png,1,full block
wildflowers.png,1,top
wildflowers_stem.png,1,unused
wither_rose.png,1,cross
yellow_candle.png,0
yellow_candle_lit.png,0
yellow_concrete.png,1,full block
yellow_concrete_powder.png,1,full block
yellow_glazed_terracotta.png,1,full block
yellow_shulker_box.png,2,full block,entity
yellow_stained_glass.png,1,full block
yellow_stained_glass_pane_top.png,0
yellow_terracotta.png,1,full block
yellow_wool.png,1,full block
